cluster_names	Z7542	Z7546	Z7547	Z7574
Z7546_1666	1	1	1	1
Z7542_658	1	0	1	0
Z7546_856	1	1	1	1
Z7546_1171	1	1	1	1
B750_716	0	0	0	0
Z7547_485	1	1	1	0
Z7547_908	1	0	1	1
Z7547_226	1	0	1	1
Z7574_1655	1	1	1	1
Z7574_1541	1	1	1	1
Z7574_1228	1	1	1	1
Z7574_200	1	1	1	1
Z7574_734	0	0	0	1
S11_537	1	1	1	1
Z7547_1489	1	1	1	1
Z7546_869	1	1	1	1
Z7574_438	1	1	1	1
B749_145	1	1	1	1
Z7542_1047	1	1	1	1
Z7542_1111	1	1	1	1
Z7574_429	1	0	1	1
Z7546_463	1	1	1	1
Z7547_2156	1	1	1	1
Z7542_1539	1	1	1	1
Z7542_1337	1	1	1	1
Z7542_429	1	1	1	1
Z7574_633	0	0	0	1
S11_306	1	1	1	1
Z7547_725	1	1	1	1
Z7574_372	1	1	1	1
Z7574_640	0	0	0	1
Z7542_1815	1	1	1	1
Z7542_419	1	1	1	1
S11_1921	1	1	1	1
Z7574_1773	1	1	1	1
Z7546_80	1	1	1	1
MX1_897	1	1	1	1
Z7574_534	1	1	1	1
Z7542_1296	1	1	1	1
Z7547_486	1	1	1	0
Z7546_1845	1	1	1	1
Z7542_589	1	1	1	0
B750_1	1	1	1	1
Z7546_756	1	1	1	0
Z7546_935	1	1	1	1
Z7546_35	1	1	1	1
S11_1500	1	1	1	1
Z7547_1305	1	1	1	0
Z7546_713	1	1	1	1
B748_1209	1	1	1	1
Z7574_576	0	0	0	1
Z7546_537	1	1	1	1
Z7546_68	1	1	1	0
Z7574_706	0	0	0	1
Z7546_834	1	1	1	0
S11_593	1	1	1	1
Z7542_1413	1	1	1	1
Z7547_1842	1	1	1	1
Z7542_1997	1	1	1	1
Z7546_583	1	1	1	0
Z7542_238	1	1	1	1
Z7547_247	1	1	1	1
Z7574_1100	1	1	1	1
Z7546_39	1	1	1	1
B748_1128	0	0	0	0
Z7574_2280	1	1	1	1
Z7546_2095	1	1	1	1
Z7574_447	0	0	0	1
Z7546_1223	1	1	1	1
Z7546_1859	1	1	1	0
Z7547_905	1	1	1	1
Z7574_1681	1	1	1	1
Z7574_761	1	1	1	1
Z7547_1635	1	0	1	1
Z7547_159	1	1	1	1
Z7542_1862	1	1	1	1
Z7547_1357	1	1	1	1
Z7574_328	1	1	1	1
B749_859	1	1	1	1
B749_1898	1	1	1	1
B749_287	1	1	1	1
Z7542_1608	1	1	1	1
Z7574_114	1	1	1	1
Z7574_2170	1	0	1	1
Z7574_2269	1	1	1	1
Z7546_627	1	1	1	1
Z7574_110	1	1	1	1
Z7574_263	1	1	1	1
Z7542_35	1	1	1	1
Z7574_101	1	1	1	1
Z7542_849	1	1	1	1
Z7547_1654	1	1	1	1
Z7547_1302	1	1	1	0
Z7574_848	0	0	0	1
Z7546_1528	1	1	1	1
Z7574_1488	0	0	0	1
B749_183	1	1	1	1
Z7574_563	1	1	1	1
Z7547_565	1	1	1	1
Z7546_317	1	1	1	1
Z7547_2028	1	1	1	1
Z7542_100	1	1	1	0
Z7547_2207	1	1	1	1
Z7547_205	1	1	1	0
Z7546_1170	1	1	1	1
Z7542_2059	1	1	1	1
Z7546_865	1	1	1	1
Z7546_1185	1	1	1	1
Z7547_229	1	1	1	1
Z7547_69	1	1	1	1
Z7574_1522	1	1	1	1
MX1_373	0	0	0	0
Z7574_2289	1	1	1	1
Z7574_2053	1	1	1	1
Z7546_2071	1	1	1	1
BBH18_1853	0	0	0	0
Z7542_1115	1	1	1	1
Z7546_1815	1	1	1	1
B749_1002	1	1	1	1
Z7547_1427	1	1	1	1
Z7574_718	0	0	0	1
Z7574_614	1	1	1	1
B748_1656	1	1	1	1
Z7547_926	1	1	1	0
Z7547_703	1	1	1	1
Z7542_1391	1	1	1	1
Z7547_1552	1	1	1	1
Z7542_860	1	1	1	0
MX1_593	1	1	1	1
Z7547_470	1	1	1	1
BBH18_974	0	0	0	0
MX1_1635	0	0	0	0
B750_1283	0	0	0	0
Z7547_718	1	1	1	1
Z7574_686	0	0	0	1
S11_1627	0	0	0	0
Z7546_934	1	1	1	1
Z7574_240	1	1	1	1
Z7547_733	1	1	1	0
Z7574_1225	1	1	1	1
Z7546_1575	1	1	1	1
Z7547_287	1	1	1	1
Z7546_882	1	1	1	1
Z7542_1615	1	1	1	1
B749_680	0	0	0	0
Z7542_813	1	1	1	1
Z7546_730	1	1	1	1
Z7547_1756	1	1	1	0
Z7547_1539	1	1	1	1
Z7574_2243	1	1	1	1
Z7546_1189	1	1	1	0
Z7542_722	1	1	1	1
Z7574_1855	0	0	0	1
Z7547_912	1	1	1	1
Z7546_1894	1	1	1	0
Z7542_1702	1	0	1	1
Z7547_444	1	1	1	0
Z7574_1389	0	0	0	1
Z7542_1147	1	1	1	0
Z7546_1536	1	1	1	1
Z7546_657	1	1	1	1
Z7542_2000	1	1	1	1
Z7574_1658	1	1	1	1
Z7574_1818	1	1	1	1
B749_537	1	1	1	1
Z7547_1640	1	1	1	1
Z7574_632	0	0	0	1
Z7546_837	1	1	1	1
Z7546_1665	1	1	1	1
Z7574_713	0	0	0	1
Z7542_266	1	1	1	1
Z7542_69	1	1	1	1
Z7547_634	1	1	1	0
Z7546_1431	1	1	1	1
Z7542_1282	1	0	1	1
Z7574_1823	1	1	1	1
Z7547_1376	1	1	1	1
Z7574_315	1	1	1	1
Z7547_1319	1	1	1	1
Z7542_2136	1	1	1	1
Z7547_1326	1	1	1	1
Z7546_75	1	1	1	1
B749_141	1	1	1	1
Z7546_1919	1	1	1	1
Z7546_2144	1	1	1	1
Z7574_266	1	1	1	1
Z7542_807	1	0	1	1
B749_1557	1	1	1	1
Z7547_1331	1	1	1	1
Z7547_2058	1	1	1	1
Z7542_1744	1	1	1	1
Z7546_2098	1	1	1	1
Z7574_1899	1	1	1	1
Z7574_750	1	1	1	1
Z7546_1280	1	1	1	0
Z7546_943	1	1	1	1
Z7574_1709	1	1	1	1
Z7574_1103	1	1	1	1
Z7546_1740	1	1	1	1
Z7546_2074	1	1	1	1
Z7542_1046	1	1	1	1
Z7542_1414	1	1	1	1
S11_186	1	1	1	1
Z7546_1824	1	1	1	1
Z7547_2278	1	1	1	1
Z7547_986	1	1	1	1
Z7546_190	1	1	1	1
Z7542_876	1	1	1	1
Z7574_1893	1	1	1	1
Z7542_1963	1	1	1	1
Z7546_42	1	1	1	1
Z7542_605	1	1	1	0
Z7542_1722	1	1	1	1
B748_3	0	0	0	0
Z7547_2011	1	1	1	1
Z7542_1939	1	1	1	1
Z7574_320	1	1	1	1
Z7547_11	1	1	1	1
Z7574_1121	1	1	1	1
Z7574_541	1	1	1	1
Z7547_521	1	1	1	0
Z7574_1822	1	1	1	1
Z7574_531	1	1	1	1
S11_138	1	1	1	1
Z7542_1639	1	1	1	1
Z7574_1656	1	1	1	1
Z7542_1708	1	1	1	1
B749_286	1	1	1	1
Z7574_692	1	1	1	1
Z7574_199	0	0	0	1
Z7546_1358	1	1	1	0
B748_1214	0	0	0	0
Z7546_1284	1	1	1	1
Z7542_573	1	1	1	1
Z7574_575	0	0	0	1
Z7546_1033	1	1	1	1
B749_1155	1	1	1	1
Z7546_582	1	1	1	0
Z7547_1602	1	1	1	1
Z7546_313	1	1	1	1
Z7546_1581	1	1	1	1
S11_939	1	1	1	1
Z7546_1588	1	1	1	1
Z7542_1941	1	1	1	1
Z7547_2120	1	1	1	1
Z7546_1157	1	1	1	1
Z7574_1376	0	0	0	1
Z7542_794	1	1	1	1
Z7574_1884	1	1	1	1
Z7574_639	0	0	0	1
Z7546_69	1	1	1	0
Z7547_1501	1	1	1	1
Z7547_1593	1	1	1	1
Z7546_2089	1	1	1	1
Z7574_1620	1	1	1	1
S11_323	1	1	1	1
Z7547_1093	1	1	1	1
Z7574_2157	1	1	1	1
Z7546_2093	1	1	1	1
Z7547_546	1	1	1	1
Z7574_1895	1	1	1	1
Z7542_782	1	1	1	1
Z7574_1834	0	0	0	1
Z7546_1826	1	1	1	1
Z7574_1391	0	0	0	1
Z7574_1172	1	1	1	1
Z7574_1820	1	1	1	1
Z7547_896	1	1	1	0
Z7547_868	1	1	1	0
Z7546_70	1	1	1	0
Z7546_850	1	1	1	1
Z7574_1019	1	1	1	1
Z7542_1728	1	0	1	1
Z7542_1540	1	1	1	1
Z7542_159	1	1	1	1
Z7547_787	1	1	1	1
Z7546_367	1	1	1	1
Z7546_19	1	1	1	1
Z7546_23	1	1	1	1
Z7574_2256	0	0	0	1
Z7542_1717	1	1	1	0
Z7542_1062	1	1	1	1
Z7547_1811	1	1	1	1
Z7546_1906	1	1	1	1
MX1_1636	1	1	1	1
Z7547_1359	1	1	1	1
B749_1637	1	1	1	1
B749_326	0	0	0	0
Z7574_953	1	1	1	1
Z7547_207	1	1	1	0
Z7546_1796	1	1	1	1
Z7547_1823	1	1	1	1
Z7542_963	1	1	1	1
S11_1598	0	0	0	0
Z7547_167	1	1	1	0
Z7542_2017	1	1	1	1
Z7542_2163	1	1	1	1
Z7546_1729	1	1	1	1
Z7546_2100	1	1	1	1
Z7574_577	0	0	0	1
Z7574_297	1	1	1	1
Z7542_856	1	1	1	1
Z7542_483	1	1	1	1
MX1_686	0	0	0	0
Z7547_1105	1	1	1	1
Z7546_453	1	1	1	1
Z7574_2169	1	0	1	1
Z7574_1451	1	1	1	1
Z7547_727	1	1	1	1
Z7546_538	1	1	0	1
Z7546_1231	1	1	1	0
S11_1432	1	1	1	1
Z7546_822	1	1	1	1
Z7547_670	1	1	1	1
Z7546_1971	1	1	1	1
Z7542_1532	1	1	1	0
Z7546_940	1	1	1	0
Z7542_2013	1	1	1	0
Z7574_264	1	1	1	1
Z7547_473	1	1	1	1
B750_1671	1	1	1	1
Z7547_539	1	1	1	1
Z7547_2159	1	1	1	1
S11_977	1	1	1	1
Z7542_714	1	1	1	1
B749_1107	0	0	0	0
Z7542_1654	1	1	1	1
Z7574_622	1	1	1	1
Z7546_168	1	1	1	1
Z7547_2055	1	1	1	1
Z7547_1790	1	1	1	1
Z7574_630	1	1	1	1
Z7547_654	1	1	1	1
Z7546_330	1	1	1	1
Z7574_715	0	0	0	1
Z7542_1911	1	1	1	1
Z7542_1995	1	1	1	0
Z7546_987	1	1	1	1
Z7574_1614	1	1	1	1
Z7574_506	1	1	1	1
Z7574_17	1	1	1	1
Z7542_1999	1	1	1	1
Z7547_1071	1	1	1	1
Z7574_574	0	0	0	1
S11_712	0	0	0	0
S11_1209	1	1	1	1
Z7547_1844	1	1	1	1
Z7574_708	0	0	0	1
Z7542_368	1	1	1	1
Z7542_943	1	1	1	1
Z7542_2219	1	1	1	1
Z7547_891	1	0	1	1
Z7547_883	1	1	1	1
Z7574_2177	1	1	1	1
Z7546_1359	1	1	1	0
Z7574_785	1	1	1	1
S11_632	1	1	1	1
Z7547_1476	1	1	1	1
Z7542_326	1	1	1	1
Z7542_675	1	1	1	1
Z7547_821	1	1	1	1
Z7546_1603	1	1	1	0
Z7542_730	1	1	1	1
Z7542_1207	1	1	1	1
Z7574_245	1	1	1	1
Z7547_861	1	1	1	0
Z7542_373	1	1	1	1
Z7542_879	1	1	1	0
Z7574_1381	0	0	0	1
Z7547_119	1	1	1	1
Z7546_2082	1	1	1	1
S11_200	1	1	1	1
Z7546_1607	1	1	1	1
Z7546_1857	1	1	1	1
Z7542_883	1	1	1	1
Z7546_1810	1	1	1	1
B750_616	0	0	0	0
Z7542_1031	1	1	1	0
Z7574_683	0	0	0	1
Z7547_719	1	1	1	1
B749_1816	1	1	1	1
Z7574_720	0	0	0	1
Z7574_2244	1	1	1	1
Z7547_1271	1	1	1	1
Z7547_1651	1	1	1	1
Z7546_1199	1	1	1	1
Z7574_726	0	0	0	1
B748_340	1	1	1	1
Z7542_1547	1	1	1	1
Z7547_653	1	1	1	1
Z7546_1608	1	1	1	1
Z7546_2162	1	1	1	1
Z7542_1076	1	1	1	0
Z7574_202	0	0	0	1
Z7547_217	1	1	1	1
Z7542_1537	1	1	1	0
Z7574_674	1	1	1	1
Z7542_664	1	1	1	1
B750_514	1	1	1	1
Z7574_2240	1	1	1	1
Z7574_1507	1	1	1	1
Z7574_760	1	1	1	1
Z7574_1535	1	1	1	1
Z7574_1384	0	0	0	1
Z7542_1109	1	1	1	1
Z7546_2171	1	1	1	1
Z7547_1275	1	1	1	1
Z7542_1772	1	1	1	1
Z7546_1174	1	1	1	1
Z7546_2151	1	1	1	1
Z7574_742	0	0	0	1
Z7547_1804	1	1	1	1
Z7546_731	1	1	1	1
B749_836	0	0	0	0
Z7546_2067	1	1	1	1
Z7547_838	1	1	1	1
Z7574_1580	1	1	1	1
Z7542_1610	1	1	1	1
Z7542_669	1	1	1	1
Z7542_2171	1	1	1	1
B749_157	1	1	1	1
Z7574_909	1	1	1	1
Z7547_1303	1	1	1	0
Z7574_1321	0	0	0	1
Z7542_14	1	1	1	0
Z7542_109	1	1	1	0
Z7542_1562	1	1	1	1
Z7547_770	1	1	1	1
B748_750	0	0	0	0
Z7547_126	1	1	1	1
Z7542_386	1	1	1	0
Z7546_1290	1	1	1	0
Z7574_2300	0	0	0	1
Z7546_1905	1	1	1	1
Z7542_746	1	1	1	1
Z7542_783	1	1	1	1
S11_1442	1	1	1	1
B750_988	1	1	1	1
Z7574_994	1	1	1	1
Z7574_1897	1	1	1	1
Z7547_2056	1	1	1	1
Z7546_397	1	1	1	1
B748_5	0	0	0	0
Z7546_424	1	1	1	1
Z7547_1824	1	1	1	1
Z7546_1307	1	1	1	1
Z7542_992	1	1	1	1
Z7574_1357	0	0	0	1
Z7542_2181	1	1	1	1
Z7542_181	1	1	1	1
Z7546_2005	1	1	1	1
Z7546_366	1	1	1	1
MX1_1614	1	1	1	1
Z7542_255	1	1	1	1
Z7547_1264	1	1	1	1
Z7547_1754	1	1	1	0
S11_624	1	1	1	1
Z7546_926	1	1	1	1
Z7574_253	1	1	1	1
Z7547_460	1	1	1	0
Z7546_1230	1	1	1	0
Z7574_2190	1	1	1	1
Z7546_20	1	1	1	1
Z7542_1314	1	1	1	1
Z7574_1361	0	0	0	1
S11_1779	1	1	1	1
Z7574_789	1	1	1	1
Z7546_1518	1	1	1	1
Z7574_1338	1	1	1	1
Z7542_199	1	1	1	0
Z7574_1380	0	0	0	1
Z7546_1698	1	1	1	1
S11_540	0	0	0	1
Z7574_2287	1	1	1	1
Z7546_1249	1	1	1	1
MX1_1442	1	1	1	1
Z7546_1837	1	1	1	1
Z7542_1912	1	1	1	1
Z7542_1113	1	1	1	1
Z7547_917	1	1	1	1
Z7546_1208	1	1	1	0
Z7546_1031	1	1	1	1
Z7574_1881	1	1	1	1
RH4_674	0	0	0	0
Z7547_517	1	1	1	0
Z7546_1338	1	1	1	1
B748_497	1	1	1	1
Z7574_1265	1	1	1	1
Z7546_67	1	1	1	0
Z7542_857	1	1	1	1
Z7574_1390	0	0	0	1
Z7542_2110	1	1	1	1
Z7574_1835	0	0	0	1
Z7547_468	1	1	1	1
Z7546_635	1	1	1	1
Z7546_578	1	1	1	0
BBH18_142	1	1	1	1
Z7574_441	1	1	1	1
B749_415	1	1	1	1
Z7546_1822	1	1	1	1
Z7546_830	1	1	1	1
Z7546_903	1	1	1	1
Z7574_1176	1	1	1	1
S11_597	1	1	1	1
S11_194	0	0	0	0
Z7542_190	1	1	1	1
Z7547_658	1	1	1	1
Z7547_676	1	1	1	1
Z7574_373	1	1	1	1
MX1_1514	1	1	1	1
Z7547_1512	1	1	1	0
Z7574_2281	1	1	1	1
Z7542_2251	1	1	1	1
Z7542_369	1	1	1	1
Z7547_455	1	1	1	0
S11_1628	0	0	0	0
Z7547_1242	1	1	1	1
Z7574_98	1	1	1	1
Z7542_1487	1	1	1	1
Z7547_305	1	1	1	1
Z7542_1937	1	1	1	1
Z7542_230	1	1	1	1
Z7542_1613	1	1	1	1
Z7574_246	1	1	1	1
Z7547_1250	1	1	1	1
Z7542_1137	1	1	1	1
Z7542_774	1	1	1	1
Z7574_1947	1	1	1	1
Z7546_1274	1	1	1	1
Z7546_361	1	1	1	1
Z7574_1090	1	1	1	1
Z7542_1276	1	1	1	1
Z7542_724	1	1	1	1
S11_1220	1	1	1	1
Z7574_735	0	0	0	1
Z7547_1087	1	1	1	0
Z7546_1739	1	1	1	1
Z7547_2265	1	1	1	1
Z7574_2125	1	1	1	1
Z7547_724	1	1	1	1
Z7546_3	1	1	1	0
Z7574_1452	1	1	1	1
Z7574_2241	1	1	1	1
Z7547_490	1	1	1	0
Z7546_2004	1	1	1	1
Z7546_746	1	1	1	0
BBH18_24	1	1	1	1
Z7574_1486	1	1	1	1
Z7547_1718	1	1	1	1
B749_17	1	1	1	1
Z7542_1493	1	1	1	0
S11_1074	1	1	1	1
Z7547_1290	1	1	1	1
Z7547_1032	1	1	1	1
Z7547_301	1	1	1	1
Z7574_1367	0	0	0	1
Z7542_1996	1	1	1	0
Z7542_1609	1	1	1	1
S11_948	1	1	1	1
Z7542_73	1	1	1	1
Z7547_2125	1	1	1	1
Z7546_1087	1	1	1	1
Z7574_301	1	1	1	1
Z7574_1220	1	1	1	1
S11_592	0	0	0	1
B748_744	0	0	0	0
Z7574_725	0	0	0	1
Z7547_789	1	1	1	1
Z7546_1922	1	1	1	1
Z7542_2119	1	1	1	1
Z7546_1245	1	1	1	0
Z7546_1701	1	1	1	1
B749_165	0	0	0	1
Z7546_1843	1	1	1	1
Z7546_1730	1	1	1	1
Z7574_1101	1	1	1	1
Z7542_957	1	1	1	0
Z7546_120	1	1	1	1
B749_1599	0	0	0	0
S11_48	1	1	1	1
Z7574_112	1	1	1	1
Z7574_1449	1	1	1	1
Z7547_1930	1	1	1	0
Z7542_809	1	0	1	1
Z7574_1506	1	1	1	1
MX1_887	0	0	0	0
Z7546_939	1	1	1	0
MX1_1805	1	1	1	1
Z7542_2170	1	1	1	1
Z7574_2246	0	0	0	1
Z7542_2093	1	1	1	1
Z7547_1615	1	1	1	1
B748_1887	0	0	0	0
Z7542_2053	1	1	1	1
S11_1296	1	1	1	1
Z7574_717	0	0	0	1
Z7547_2	1	1	1	1
Z7546_780	1	1	1	1
Z7574_1401	1	1	1	1
Z7547_121	1	1	1	1
Z7547_1663	1	1	1	1
B749_1065	1	1	1	1
MX1_1315	1	1	1	1
Z7542_1957	1	1	1	1
Z7574_629	1	1	1	1
Z7546_670	1	1	1	1
Z7574_988	1	1	1	1
Z7542_2207	1	1	1	1
Z7546_1913	1	1	1	1
Z7547_1301	1	1	1	0
Z7574_113	1	1	1	1
Z7574_1819	1	1	1	1
Z7542_1519	1	1	1	1
Z7574_1671	1	1	1	1
Z7546_105	1	1	1	1
Z7547_1603	1	1	1	1
Z7542_1010	1	1	1	1
Z7547_652	1	1	1	1
Z7546_2153	1	1	1	1
Z7574_1858	1	1	1	1
Z7546_1335	1	1	1	1
MX1_1377	1	1	1	1
Z7542_1721	1	1	1	0
Z7547_1876	1	1	1	1
S11_876	1	1	1	1
Z7574_1582	1	1	1	1
Z7546_457	1	1	1	1
S11_1115	0	0	0	1
Z7547_1232	1	1	1	1
Z7574_1826	1	1	1	1
Z7547_1143	1	1	1	1
Z7542_541	1	1	1	1
Z7547_1066	1	1	1	1
Z7574_915	1	1	1	1
Z7542_761	1	1	1	1
Z7574_664	1	1	1	1
Z7546_2091	1	1	1	1
Z7542_1989	1	1	1	0
Z7542_1128	1	1	1	0
B748_714	1	0	1	1
Z7547_461	1	1	1	0
Z7542_1410	1	1	1	1
Z7574_1109	1	1	1	1
Z7547_457	1	1	1	0
Z7574_11	1	1	1	1
Z7574_869	1	1	1	1
Z7547_706	1	1	1	1
Z7546_2101	1	1	1	1
MX1_979	1	1	1	1
Z7574_226	1	1	1	1
Z7546_1132	1	1	1	1
Z7547_803	1	1	1	0
Z7547_1653	1	1	1	1
Z7546_521	1	1	1	1
Z7546_964	1	1	1	0
Z7546_73	1	1	1	1
Z7546_2113	1	1	1	1
RH4_1516	1	1	1	1
Z7542_2218	1	1	1	1
Z7547_2002	1	1	1	1
Z7542_1712	1	1	1	1
Z7547_1172	1	1	1	0
Z7546_1835	1	1	1	1
Z7574_1505	1	1	1	1
MX1_1316	0	0	0	0
Z7547_901	1	1	1	1
S11_676	0	0	0	0
Z7574_2284	1	1	1	1
Z7542_776	1	1	1	1
Z7546_1601	1	1	1	0
Z7546_318	1	1	1	1
Z7547_2202	1	1	1	1
B748_4	0	0	0	0
Z7542_812	1	1	1	1
MX1_552	1	1	1	1
Z7546_1605	1	1	1	0
Z7547_2124	1	1	1	1
Z7542_1860	1	1	1	0
MX1_1378	1	1	1	1
Z7546_314	1	1	1	1
Z7542_808	1	0	1	1
MX1_993	1	1	1	1
Z7546_1287	1	1	1	1
Z7547_640	1	1	1	1
Z7546_1589	1	1	1	1
Z7547_475	1	1	1	1
Z7574_1572	1	1	1	1
Z7574_853	1	0	1	1
Z7546_1368	1	1	1	1
Z7542_1006	1	1	1	1
Z7574_499	1	1	1	1
Z7547_537	1	1	1	1
Z7574_885	1	1	1	1
Z7546_965	1	1	1	0
B748_1394	0	0	0	0
Z7574_1382	0	0	0	1
Z7547_608	1	1	1	1
Z7574_716	0	0	0	1
S11_313	0	0	0	0
Z7542_1156	1	1	1	1
B748_649	1	1	1	1
Z7546_1759	1	1	1	0
Z7574_2270	1	1	1	1
Z7542_1530	1	1	1	1
Z7546_1086	1	1	1	1
Z7574_1933	1	1	1	1
Z7547_736	1	1	1	1
Z7574_2148	1	1	1	1
Z7546_432	1	1	1	1
S11_743	1	1	1	1
Z7547_1228	1	1	1	1
Z7547_330	1	1	1	1
BBH18_1676	1	1	1	1
Z7542_1281	1	1	1	1
Z7542_1853	1	1	1	0
Z7574_747	1	1	1	1
S11_1677	1	1	1	1
Z7574_805	1	1	1	1
Z7547_2012	1	1	1	1
Z7547_1200	1	1	1	1
Z7547_2057	1	1	1	1
MX1_1323	0	0	0	0
Z7542_1405	1	1	1	1
Z7542_57	1	1	1	1
Z7574_354	1	1	1	1
Z7546_1401	1	1	1	1
Z7574_1219	1	1	1	1
Z7574_757	1	1	1	1
Z7547_1958	1	1	1	1
Z7542_420	1	1	1	1
Z7546_1992	1	1	1	1
Z7574_712	0	0	0	1
S11_1844	0	0	0	0
Z7547_3	1	1	1	1
Z7574_1214	0	0	0	1
Z7574_504	1	1	1	1
Z7546_14	1	1	1	0
Z7546_365	1	1	1	0
Z7574_1872	1	1	1	1
Z7547_636	1	1	1	1
Z7542_265	1	1	1	1
Z7547_1493	1	1	1	0
Z7546_577	1	1	1	0
Z7574_254	1	1	1	1
B748_711	1	1	1	1
MX1_1690	0	0	0	1
Z7547_447	1	0	1	1
Z7542_716	1	1	1	1
Z7542_56	1	1	1	1
Z7547_949	1	1	1	1
Z7574_573	0	0	0	1
B750_889	1	1	1	1
Z7574_1821	1	1	1	1
Z7542_414	1	1	1	1
Z7542_877	1	1	1	0
Z7546_43	1	1	1	1
Z7547_522	1	1	1	0
S11_197	1	1	1	1
Z7546_1910	1	1	1	1
Z7542_240	1	1	1	1
Z7574_269	1	1	1	1
Z7574_227	1	1	1	1
Z7546_483	1	1	1	1
RH4_670	0	0	0	0
Z7546_653	1	1	1	1
Z7542_1488	1	1	1	1
Z7542_158	1	1	1	1
Z7547_397	1	1	1	0
Z7574_107	1	1	1	1
Z7546_1283	1	1	1	1
Z7542_1718	1	1	1	0
MX1_1554	1	1	1	1
Z7542_1605	1	1	1	1
Z7546_1844	1	1	1	1
Z7542_1035	1	1	1	1
Z7542_2142	1	1	1	1
Z7547_2003	1	1	1	1
Z7542_751	1	1	1	1
Z7547_1108	1	1	1	1
Z7547_1267	1	1	1	1
S11_462	1	1	1	1
Z7574_322	1	0	1	1
Z7546_827	1	1	1	0
MX1_665	1	1	1	1
Z7547_178	1	1	1	1
Z7542_1346	1	1	1	1
Z7547_865	1	1	1	0
Z7542_1373	1	1	1	1
S11_683	1	1	1	1
B748_1548	0	0	0	0
MX1_1794	0	0	0	0
Z7547_528	1	1	1	1
Z7547_363	1	0	1	1
Z7546_1839	1	1	1	1
Z7546_956	1	1	1	0
Z7542_596	1	1	1	0
Z7546_1027	1	1	1	1
Z7547_113	1	1	1	1
Z7574_1009	1	1	1	1
Z7574_1833	0	0	0	1
Z7574_2128	1	1	1	1
Z7547_1160	1	1	1	0
Z7546_704	1	1	1	1
Z7546_2070	1	1	1	1
B750_1435	1	1	1	1
Z7574_303	1	1	1	1
Z7542_960	1	1	1	0
Z7547_1462	1	1	1	1
Z7547_279	1	1	1	1
Z7574_1952	1	0	1	1
Z7574_182	0	0	0	1
MX1_1655	0	0	0	0
Z7542_1993	1	1	1	0
Z7542_284	1	1	1	1
Z7546_1923	1	1	1	1
Z7547_1624	1	1	1	1
Z7546_1459	1	1	1	1
Z7546_520	1	1	1	1
MX1_64	1	1	1	1
MX1_1139	1	1	1	1
Z7542_723	1	1	1	1
B750_1186	1	1	1	1
Z7542_107	1	1	1	0
Z7542_97	1	1	1	1
Z7547_2006	1	1	1	1
Z7547_1072	1	1	1	1
Z7542_1655	1	1	1	1
Z7574_1392	0	0	0	1
Z7542_1213	1	1	1	1
Z7546_1129	1	1	1	1
Z7574_748	1	1	1	1
Z7547_2115	1	0	1	1
Z7546_1820	1	1	1	1
Z7574_2004	1	1	1	1
S11_512	0	0	0	0
S11_436	1	1	1	1
Z7547_2282	1	1	1	0
Z7574_2	1	1	1	1
Z7574_2232	1	1	1	1
Z7542_872	1	1	1	0
Z7542_840	1	1	1	1
Z7547_779	1	1	1	1
Z7542_327	1	1	1	1
B748_7	0	0	0	0
Z7547_311	1	1	1	1
MX1_841	1	1	1	1
MX1_842	1	1	1	1
Z7547_1	1	0	1	0
Z7546_454	1	1	1	1
Z7574_1490	0	0	0	1
Z7546_1745	1	1	1	1
Z7547_1058	1	1	1	1
Z7546_602	1	1	1	1
Z7547_1086	1	1	1	0
Z7542_804	1	1	1	1
Z7546_1680	1	1	1	0
Z7546_532	1	1	1	1
B748_1917	0	0	0	0
MX1_1718	1	1	1	1
RH4_580	1	1	1	0
Z7547_1104	1	1	1	1
Z7546_16	1	1	1	0
Z7547_760	1	1	1	1
Z7574_189	1	0	1	1
Z7574_1129	1	1	1	1
Z7574_1076	1	1	1	1
Z7547_1813	1	1	1	1
Z7542_661	1	1	1	0
Z7546_1606	1	1	1	0
Z7574_1484	1	1	1	1
Z7542_318	1	1	1	1
Z7542_86	1	1	1	1
Z7546_1900	1	1	1	1
Z7547_183	1	1	1	1
MX1_226	1	1	1	1
Z7546_1691	1	1	1	1
Z7546_1602	1	1	1	0
Z7547_1013	1	1	1	1
Z7574_2100	1	1	1	1
Z7547_1650	1	1	1	1
Z7547_1479	1	1	1	1
Z7546_1836	1	1	1	1
S11_867	1	1	1	1
Z7547_904	1	1	1	1
Z7546_579	1	1	1	0
Z7574_284	1	1	1	1
Z7574_3	1	1	1	1
Z7546_2066	1	1	1	1
B748_1718	0	0	0	0
Z7546_233	1	1	1	1
B749_1353	1	1	1	1
Z7574_774	1	0	1	1
Z7574_758	1	1	1	1
Z7546_2149	1	1	1	1
S11_1155	1	1	1	1
S11_1051	1	1	1	1
Z7547_474	1	1	1	1
Z7547_897	1	1	1	0
Z7574_727	0	0	0	1
Z7547_1236	1	1	1	1
Z7574_1173	1	1	1	1
Z7546_76	1	1	1	1
Z7574_448	1	1	1	1
Z7546_1811	1	1	1	1
S11_633	1	1	1	1
Z7574_2210	1	1	1	1
Z7574_332	1	1	1	1
Z7574_1830	0	0	0	1
Z7542_859	1	1	1	0
Z7547_242	1	1	1	1
Z7574_1633	1	1	1	1
Z7547_1244	1	1	1	1
Z7547_572	1	1	1	1
Z7542_1366	1	1	1	1
Z7574_244	1	1	1	1
